Timestamp,お名前(ハンドル名。10文字以内),メッセージ(20文字以内)
12/13/2009 22:34:12,かしょ,熱いね！
12/13/2009 22:45:43,紅烏龍,ついに宇宙に進出！頑張ってください！
12/13/2009 22:47:06,peg04140,よく分からないけど面白そう。
12/13/2009 22:58:50,みそ太郎,頑張れミク！頑張れあかつき！
12/13/2009 23:00:07,Yoma,あかつきと、ミクの無事を祈る！
12/13/2009 23:02:06,トンヌラ,ミクもあかつきも頑張れ！！！
12/13/2009 23:02:46,ぼろねこ２ｋ,愛のパワーでみっくみく！
12/13/2009 23:03:20,れんてぃる,ついに世界から宇宙へ！
12/13/2009 23:04:33,Hiroshi,JAXAの皆さん頑張ってください。応援しています。
12/13/2009 23:04:41,なすぴーにょ緒方,ミクよ宇宙（そら）を飛べ！
12/13/2009 23:06:01,Chasyu,久々の金星探査機にして日本二番目の惑星探査機、成功を祈ってます
12/13/2009 23:06:09,涼,金星いってらっしゃーい
12/13/2009 23:07:18,相原一幸,あかつきでミクを宇宙へ！JAXA頑張れ！
12/13/2009 23:07:24,怜衣,科学の限界をぶっちぎり、みんなの星となれ！
12/13/2009 23:11:25,すたぁ☆かぼかぼ,金星まで転がっていけええぇぇ！
12/13/2009 23:12:02,こうこう,金星でもネギ振ってくれ～
12/13/2009 23:12:37,名高忍,行って来い、はちゅね！
12/13/2009 23:22:10,Ryo,金星人に会いたい。。
12/13/2009 23:27:12,えだまめ,日本の航空宇宙事業に期待
12/13/2009 23:35:27,りりかるゆーのくん,がんばれあかつきん！
12/13/2009 23:43:05,クマー,金星を広大なネギ畑にしよう！
12/13/2009 23:47:14,shirotae,あかつきもミクもがんばれー！
12/13/2009 23:47:52,どだっち,歌の姫と美の姫のコラボ
12/13/2009 23:51:43,丸津,期待しています！
12/13/2009 23:55:48,sss,ミクは俺の嫁！
12/13/2009 23:57:43,ゆきの,あかつきくん、ミクを頼んだよ！
12/13/2009 23:58:50,了斎,日本が誇る技術と文化で頑張れ！！
12/14/2009 0:00:18,hotmeiporo,あかつき＆ミク応援してます！無事金星へ！
12/14/2009 0:00:18,○,ミクを宇宙へ！
12/14/2009 0:11:58,SW1/SWF8io,夢とロマンの代名詞！JAXAがんばれ！
12/14/2009 0:12:26,NHN
12/14/2009 0:18:03,イステの歌,夜空を眺める人の想いが届くように。。。
12/14/2009 0:18:06,Nakka
12/14/2009 0:18:26,hakohako,面白そうですね。頑張ってください。
12/14/2009 0:19:03,hide,科学の限界を超えるのだ！
12/14/2009 0:26:28,鳴瀧しづく,ミクもあかつきもがんばーっ
12/14/2009 0:33:34,足止め,成功するといいですね
12/14/2009 0:35:20,catwhisk,あかつきもミクも頑張ってね！
12/14/2009 0:42:37,ぉゅぅ,宇宙事業の継続、発展のため無事を祈ります
12/14/2009 0:43:18,かざせ,宇宙の解明の一助になればと思います
12/14/2009 0:46:52,aporo,日本の技術がもっと発達する事を願ってます
12/14/2009 0:50:15,アナログ,初音ミクが初宇宙！あかつきの関係者もがんばれ！！
12/14/2009 0:57:22,にら,宇宙へ旅立つミクとあかつき頑張れ！
12/14/2009 1:02:07,やまもと,歌姫と一緒に活躍してこい！
12/14/2009 1:04:11,hann,応援応援！
12/14/2009 1:12:59,sayulin,ミクもあかつきもがんばれ！！
12/14/2009 1:24:09,ゆきふね,目指せ新予算獲得！
12/14/2009 1:24:52,TU,あかつき　いてらしあー
12/14/2009 1:25:05,J.
12/14/2009 1:26:18,J.Yamaguti,夢と希望を届けて！
12/14/2009 1:32:09,碧空＠ゴウ,俺の嫁よ、宇宙を制覇せよ!!
12/14/2009 1:37:47,アシャル,あかつき飛んでけー！
12/14/2009 1:56:25,Owl,支援
12/14/2009 1:58:53,もしりゅう,朝な夕なに金星におわすミクさんに拝礼！
12/14/2009 2:01:11,みにげる,打ち上げが成功するように祈っています！！
12/14/2009 2:11:50,静月,目指せ1万人!!
12/14/2009 2:18:05,sherry,がんば
12/14/2009 2:24:22,ヤピ,あかつきよ、一秒でも長く活躍してくれ！
12/14/2009 3:18:57,k_wakita,金星までの旅路の無事を祈ります
12/14/2009 3:26:56,onore,応援しています。がんばってください
12/14/2009 3:33:37,貝猿,がんばれあかつき！
12/14/2009 3:38:45,fumiso,ISASの衛星ファンです。新たな発見が沢山見つかりますように
12/14/2009 3:42:59,Hayato,みんなの想いとミクを載せて宇宙へ！
12/14/2009 3:59:38,しゅまり,Miku ride on AKATSUKI go to the Venus!!
12/14/2009 4:02:42,tyottu,応援します！是非ミクを金星へ！
12/14/2009 4:03:42,なかめぐろ,目指せ一番星！きらめく輝きをファンに届けてください。
12/14/2009 4:05:46,だ～か～ら～,JAXAお～えん
12/14/2009 4:35:22,ultra_hawk_1,あかつきプロジェクトの無事を祈念します
12/14/2009 4:46:54,yosuki,是非よろしくお願いします
12/14/2009 4:54:03,逸般物理学徒R,ミクが飛ぶ頃、自分もJAXAで働けますように
12/14/2009 5:15:24,東西南北
12/14/2009 5:43:49,よーふぇい,どっちも地球にちゃんと戻ってきてくれ・・
12/14/2009 5:48:16,よしよし,ぜひあかつきでミクを宇宙に行かせてください。
12/14/2009 6:09:18,特務曹長,僕らはアトムの子であり、ミクもアトムの子なのである。
12/14/2009 6:15:19,DAM
12/14/2009 6:43:30,えびなす,ミク＆暁頑張れ！祝セーラービーナス服購入
12/14/2009 7:16:38,lain,あかつきもミクもガンバッテ欲しい！
12/14/2009 7:24:53,パオフゥ,宇宙好きとして盛り上げずにはいられない。JAXAも逆風に負けずがんばってくれ！
12/14/2009 7:36:53,Clumsy_k,歌が好きです。宇宙が好きです。遠くへ行きたい。
12/14/2009 7:55:31,あゆむ,旅の安全を祈ります
12/14/2009 7:57:06,PHO,我らが歌姫、金星へ往く
12/14/2009 8:01:06,johan,3939!
12/14/2009 8:22:15,よる,初音ミクがいれば金星人対策もバッチリさ！
12/14/2009 8:25:14,宮地なおと,日本の宇宙探査頑張れ！
12/14/2009 8:32:05,HARADAYUSUKE,ミクは俺の嫁！
12/14/2009 8:52:24,電網研所長,がんばれあかつき。
12/14/2009 9:22:14,rastar,世界のために飛べ！あかつき！ミク！
12/14/2009 9:31:47,村上はつほ,頑張れあかつき！ミクの歌で金星で踊ろう！
12/14/2009 9:45:37,daizu,金星って遠いなぁ
12/14/2009 10:09:43,みゃあ,金星は暑いから気をつけていってらっしゃい
12/14/2009 10:11:19,puhi,おお、金星だ！
12/14/2009 10:24:02,アプリリウス,応援してます
12/14/2009 10:24:15,ソイン,アメニモマケズカゼニモマケズ　いてら～
12/14/2009 11:07:16,みさぎ,マジでJAXAは出来る子
12/14/2009 11:12:49,のたのたP
12/14/2009 11:25:40,mona,あかつき頑張れ！
12/14/2009 11:42:37,samonosuke,あかつき！金星にとどけ～！！！！
12/14/2009 11:42:59,STEAR,幸運を祈る
12/14/2009 12:46:43,はにゅ,はちゅねみく、めぐらいあい宇宙編
12/14/2009 12:48:50,makochin,祝！！初音ミク宇宙進出！！
12/14/2009 12:53:51,m2koga,こんなことしかできませんが応援します
12/14/2009 13:07:28,腹白子狸,日本の技術に昼間から乾杯
12/14/2009 13:20:38,ねせむり,いろんなイミで「のぞみ」のリベンジを！
12/14/2009 13:26:07,アキシン,協力します
12/14/2009 13:54:02,atmosres,ミクがあかつきを守る女神になってほしいな
12/14/2009 14:29:57,おのだのてっちゃん,初音ミクを文字通りVenusに！！
12/14/2009 14:44:53,江里人－,「あかつき」も「ミクちゃん」も「JAXAの中の人」も「超電磁P」さんも、応援してます。
12/14/2009 14:56:52,むい,ミクすきだああああ
12/14/2009 14:58:12,こたつねこ,JAXA応援してます！
12/14/2009 15:36:48,i,空飛ぶミクが見たい！
12/14/2009 15:48:37,pandol586,応援してます！
12/14/2009 16:09:54,BeDai,地球人類の知見が豊かになりますように
12/14/2009 16:12:10,fmichiru,ミクさん金星まで届け。応援してます。
12/14/2009 16:15:06,ryota
12/14/2009 16:18:12,〒,金星探査、良い成果を上げて欲しいです！
12/14/2009 16:21:33,ブリスター,届け金星へ
12/14/2009 16:26:51,kita,あかつきがんばれ！
12/14/2009 16:38:07,ケイカ,宇宙に彼女たちの歌声が響く時代が来ることを願って！
12/14/2009 17:25:07,銀之助,がんばれ！あかつき！
12/14/2009 17:48:06,ponpon33,宇宙へ飛び立て！
12/14/2009 17:51:35,NECOVIDEO,金星データお待ちしてます
12/14/2009 18:04:24,hinami.,応援してます！広がれみっくみくの輪＼(＾o＾)／
12/14/2009 18:08:10,hiro,応援しています
12/14/2009 18:10:42,戀塚昭彦
12/14/2009 18:11:00,もろへいや,科学の限界を超えて
12/14/2009 18:11:54,poipoiz,皆の希望を載せ宇宙へ飛び出せ 初音ミク!
12/14/2009 18:13:10,柳田空洞,宇宙開発応援します。
12/14/2009 18:13:55,yamifuu,ミクもあかつきもがんばれ！
12/14/2009 18:14:52,Ryushi
12/14/2009 18:15:39,binzume,ミッション成功を心から祈っています
12/14/2009 18:15:56,みうらゆう,祈
12/14/2009 18:16:44,めぐむ,地球外天体に行く初めてのバーチャルアイドル•初音ミク‼
12/14/2009 18:18:01,SAMMA(TM),あかつき頑張れ！ミクも一緒に連れてって！
12/14/2009 18:19:18,ichiro_j,ミクもあかつきも未来への夢があっていいね！
12/14/2009 18:24:01,しんこぺ,ミクをあかつきで金星に、に大いに賛同
12/14/2009 18:24:51,loop,広がれ世界！
12/14/2009 18:27:53,ばむくへん,おもしろいです。がんばれー。
12/14/2009 18:29:05,喜兵衛,声を翼に！高く、高く、とんでいけー！！！
12/14/2009 18:29:20,ghostbass/ねぎるんば
12/14/2009 18:29:33,天堂秋男,"Good luck and godspeed, Miku."
12/14/2009 18:30:16,かやく御飯,ミクもあかつきもウルトラセブンくらい輝いて！
12/14/2009 18:30:45,CAFFEIN,私達の想いとミクをのせて飛べ！あかつき！
12/14/2009 18:33:52,如月,グッドラック・仮想歌姫　初音ミク！
12/14/2009 18:34:35,暖簾
12/14/2009 18:35:27,D,ミクという文化はすごい。そう感じさせられる企画です。
12/14/2009 18:36:25,ぬくもりＰ,歌声よ、届け。宇宙へ・・・
12/14/2009 18:37:06,alfortune,Miku go to Venus !!
12/14/2009 18:38:25,allegro,人類よりさきにミクが行け！
12/14/2009 18:39:08,小宇宙,貴方の行く先に暖かな空気がありますように
12/14/2009 18:39:27,たまって,宇宙はこんなに楽しいんだ！と伝えてね
12/14/2009 18:39:53,Takamoto Daisuke,無事金星にいってね！
12/14/2009 18:41:32,めいみー,あかつき、ミク、いってらっしゃい！
12/14/2009 18:43:15,Kyuso,金星まで届け はちゅねミク！
12/14/2009 18:45:51,Moneto,素晴らしきミクの文化を金星に！
12/14/2009 18:46:09,krast,おまいらみんな頑張れ！
12/14/2009 18:46:11,橘ぱん,あかつきも、SOMESATも応援しています！
12/14/2009 18:46:54,osprey
12/14/2009 18:48:29,AKiru,応援しています。
12/14/2009 18:49:29,まひ,応援させていただかざるを得ない！
12/14/2009 18:49:47,めー,ドンドンオーボ
12/14/2009 18:50:05,毛に。,明星に輝け！
12/14/2009 18:50:12,後藤ゆたか,初音ミク、宇宙へ！
12/14/2009 18:51:04,うみのん,宇宙に飛び出せ！僕らの歌姫!!ってことで、企画を応援しています＾＾
12/14/2009 18:52:29,sieghart55
12/14/2009 18:52:40,おとなラＰ,ボーカロイドの発展を祈って！
12/14/2009 18:52:41,ないる,金星をみっくみくにしてやってください
12/14/2009 18:52:55,藤代叶,成功を祈っています
12/14/2009 18:53:31,Alisato,いってらっしゃい。よい航宙を！ 
12/14/2009 18:53:33,bunchaya,あかつきの初音ミク専用アルミプレートが実現したら、とてもうれしいです！
12/14/2009 18:53:34,D.Shibata@JASME,JAXAの人がんばれ事業仕分けに負けるな！
12/14/2009 18:53:58,老師,いってらっしゃい（＾ー＾）ﾉ
12/14/2009 18:56:30,kei-s
12/14/2009 18:56:44,yu_kubo,子どもたちに科学が照らす明るい未来を！
12/14/2009 18:57:53,新井しーな,あかつきもミクもがんばれ！
12/14/2009 18:59:02,内海勇一郎,初音はついに宇宙を往くのだ。あかつきとともに。
12/14/2009 19:00:59,みなとさつき,素晴らしい航海になりますように！
12/14/2009 19:02:39,省エネ,熱に負けるな！ミクはネギ振りをがんばれ
12/14/2009 19:04:55,Kero556,ミクもあかつきもがんばてー(｀・ω・´)
12/14/2009 19:07:03,wnk,政権交代後のごたごたで大変ですが、応援しています
12/14/2009 19:07:28,MAGI
12/14/2009 19:09:24,くろきち,俺も金星に行ってみたーい！
12/14/2009 19:11:50,冥土,ミク、あかつき共々応援しております。
12/14/2009 19:11:57,gekichin,初音ミクを宇宙へ
12/14/2009 19:12:04,yosio,日本の宇宙開発がんばれ！ネットクリエイターたちのアバターとしてのミクを載せたい！
12/14/2009 19:14:06,かわーん,金星とかわくわくしますね
12/14/2009 19:17:51,木村　清英,とどけ、とどけ、明星へ。
12/14/2009 19:17:56,パタ師匠,がんばれ！あかつき
12/14/2009 19:19:20,take,金星まで、ご無事で！
12/14/2009 19:19:45,amana,日本初の金星探査機、期待しています！
12/14/2009 19:20:44,⑨ヨル,VOCALOIDの限界は無限大！！！
12/14/2009 19:21:28,Alane,初音ミク金星に立つ！
12/14/2009 19:24:38,ECHO
12/14/2009 19:26:14,ひさお,ネギはどこまでも飛んでゆけ
12/14/2009 19:28:34,さな,ネギ　金星に立つ
12/14/2009 19:29:30,アヴィン,ミクを金星に!!ぜひ実現させてください
12/14/2009 19:32:14,18,行ってらっしゃい！素敵な宇宙の旅を！
12/14/2009 19:33:07,uria,観測データ楽しみに待ってます
12/14/2009 19:33:54,ゆうすけ,ミクが宇宙規模！がんばれ
12/14/2009 19:34:49,may
12/14/2009 19:36:35,もっち,あかつきGO!GO!
12/14/2009 19:40:09,いのしん
12/14/2009 19:41:44,bogonflux,よい旅を！＞あかつき＋ミク
12/14/2009 19:42:13,こへ,ミク、宇宙、ロマン！
12/14/2009 19:42:50,あさや,あかつきもミクもがんばれ！
12/14/2009 19:44:07,ぽそこし,萌えを宇宙に広めよう！
12/14/2009 19:44:38,Yamanami,が「あかつき」！ＧｏＧｏ初音ミク！
12/14/2009 19:44:50,AMUAMU,MikuMiku ni suru yo!!!
12/14/2009 19:45:18,nao550,あかつき無事に金星まで行けよー
12/14/2009 19:46:05,るぴす,宇宙開発の旗頭になってほしい
12/14/2009 19:48:02,村上真太郎
12/14/2009 19:49:32,ゆきんど,俺も金星行きたいー！
12/14/2009 19:49:43,谷川嘉啓,あとで行くから
12/14/2009 19:51:05,蒲公英,あかつき頑張って！
12/14/2009 19:51:21,curo,是非ミクを乗せて頂きたい！
12/14/2009 19:52:43,ぱいしゃん
12/14/2009 19:52:53,そりちゅう
12/14/2009 19:53:23,taisobutei,ニコ生から支援します
12/14/2009 19:53:53,KurokawaTatuki
12/14/2009 19:54:00,Nunskey,無事に打ち上がりますように
12/14/2009 19:54:28,純真,支援！無事に打ち上がることを願ってます
12/14/2009 19:55:45,SALYUT,金星探査頑張ってください！
12/14/2009 19:56:05,T.Miyamoto,日本の底力を見せてほしい
12/14/2009 19:56:21,どり,しっかり明るく輝いてねッ
12/14/2009 19:56:24,名無し,探査の成功をお祈りしています。
12/14/2009 19:57:38,@HERO,無事に着きますように
12/14/2009 19:57:52,ミク・ノイズ,がんばれ！！いろいろと。
12/14/2009 19:57:55,KENJI＆ゆうゆう,早く宇宙を自由に旅できるようになるといいな
12/14/2009 20:00:25,miyabi,あかつきの金星探査の成功を祈念いたします。
